day,hour_of_day,outdoor_temp_c,setpoint_c,humidity_pct,occupancy,refrigerant,load_kw,dew_point_c,evap_temp_c,frost_limited,cond_temp_c,critical_point_exceeded,cop,compressor_work_kwh
280,3,14.86,23.1,54.6,1,R32,0.15,13.45,20.96,False,16.27,False,8.0,0.0187
280,4,14.44,22.7,60.1,2,R32,0.3,14.56,18.41,False,17.25,False,8.0,0.0375
280,5,15.2,20.5,48.1,3,R32,0.45,9.14,14.07,False,19.42,False,8.0,0.0562
281,22,18.64,22.0,36.1,2,R32,0.3,6.27,17.71,False,21.45,False,8.0,0.0375
281,23,15.93,20.8,50.1,4,R32,0.6,10.02,12.23,False,21.56,False,8.0,0.075
281,0,14.88,22.5,47.3,3,R32,0.45,10.72,16.07,False,19.09,False,8.0,0.0562
281,1,14.92,22.6,60.2,1,R32,0.15,14.49,20.46,False,16.33,False,8.0,0.0187
281,2,14.01,22.9,57.8,2,R32,0.3,14.14,18.61,False,16.82,False,8.0,0.0375
281,3,11.85,23.0,44.1,2,R32,0.3,10.12,18.71,False,14.66,False,8.0,0.0375
281,4,14.89,24.0,84.3,1,R32,0.15,21.19,21.86,False,16.3,False,8.0,0.0187
281,5,15.23,24.6,92.1,4,R32,0.6,23.23,16.03,False,20.86,False,8.0,0.075
282,22,17.3,21.9,87.7,2,R32,0.3,19.77,17.61,False,20.12,False,8.0,0.0375
282,23,17.09,22.8,58.3,1,R32,0.15,14.18,20.66,False,18.49,False,8.0,0.0187
282,0,15.03,21.7,63.5,1,R32,0.15,14.47,19.56,False,16.43,False,8.0,0.0187
282,1,14.17,23.8,87.0,3,R32,0.45,21.5,17.37,False,18.39,False,8.0,0.0562
282,2,13.59,22.5,72.2,3,R32,0.45,17.24,16.07,False,17.81,False,8.0,0.0562
282,3,12.98,26.0,59.7,4,R32,0.6,17.55,17.43,False,18.61,False,8.0,0.075
282,4,14.31,20.0,57.6,2,R32,0.3,11.38,15.71,False,17.12,False,8.0,0.0375
282,5,15.53,20.0,42.8,3,R32,0.45,6.96,13.57,False,19.75,False,8.0,0.0562
283,22,18.47,22.4,54.2,1,R32,0.15,12.69,20.26,False,19.88,False,8.0,0.0187
283,23,16.89,24.6,46.1,2,R32,0.3,12.24,20.31,False,19.7,False,8.0,0.0375
283,0,14.65,23.4,57.6,4,R32,0.6,14.56,14.83,False,20.28,False,8.0,0.075
283,1,15.77,22.1,48.0,4,R32,0.6,10.57,13.53,False,21.4,False,8.0,0.075
283,2,14.81,24.0,42.6,2,R32,0.3,10.5,19.71,False,17.62,False,8.0,0.0375
283,3,13.81,21.3,55.0,2,R32,0.3,11.89,17.01,False,16.62,False,8.0,0.0375
283,4,14.02,23.9,53.7,1,R32,0.15,13.94,21.76,False,15.42,False,8.0,0.0187
283,5,13.84,23.3,47.2,4,R32,0.6,11.42,14.73,False,19.47,False,8.0,0.075
284,22,17.7,25.3,66.9,2,R32,0.3,18.71,21.01,False,20.51,False,8.0,0.0375
284,23,17.17,22.3,43.4,4,R32,0.6,9.25,13.73,False,22.79,False,8.0,0.075
284,0,15.25,22.2,52.6,2,R32,0.3,12.05,17.91,False,18.06,False,8.0,0.0375
284,1,15.79,22.6,69.2,4,R32,0.6,16.67,14.03,False,21.41,False,8.0,0.075
284,2,14.91,20.9,60.3,4,R32,0.6,12.92,12.33,False,20.54,False,8.0,0.075
284,3,14.63,21.1,70.8,2,R32,0.3,15.59,16.81,False,17.45,False,8.0,0.0375
284,4,14.18,23.8,54.8,4,R32,0.6,14.16,15.23,False,19.8,False,8.0,0.075
284,5,14.21,23.4,55.5,3,R32,0.45,13.98,16.97,False,18.43,False,8.0,0.0562
285,22,18.06,21.0,52.0,3,R32,0.45,10.76,14.57,False,22.27,False,8.0,0.0562
285,23,16.85,22.7,34.2,1,R32,0.15,6.11,20.56,False,18.26,False,8.0,0.0187
285,0,15.0,22.2,71.3,3,R32,0.45,16.76,15.77,False,19.22,False,8.0,0.0562
285,1,14.6,20.5,56.2,4,R32,0.6,11.47,11.93,False,20.23,False,8.0,0.075
285,2,15.3,20.9,39.6,2,R32,0.3,6.64,16.61,False,18.11,False,8.0,0.0375
285,3,13.18,22.1,53.9,2,R32,0.3,12.33,17.81,False,15.99,False,8.0,0.0375
285,4,14.18,23.2,55.1,1,R32,0.15,13.68,21.06,False,15.59,False,8.0,0.0187
285,5,13.93,23.1,53.3,4,R32,0.6,13.08,14.53,False,19.56,False,8.0,0.075
286,22,19.51,23.8,57.5,3,R32,0.45,14.9,17.37,False,23.73,False,8.0,0.0562
286,23,17.05,22.4,48.6,1,R32,0.15,11.03,20.26,False,18.45,False,8.0,0.0187
286,0,15.43,22.6,62.7,2,R32,0.3,15.12,18.31,False,18.25,False,8.0,0.0375
286,1,15.98,21.4,44.7,1,R32,0.15,8.87,19.26,False,17.38,False,8.0,0.0187
286,2,14.36,23.5,64.7,2,R32,0.3,16.47,19.21,False,17.17,False,8.0,0.0375
286,3,13.74,23.5,60.6,1,R32,0.15,15.44,21.36,False,15.15,False,8.0,0.0187
286,4,13.05,22.1,70.6,2,R32,0.3,16.5,17.81,False,15.87,False,8.0,0.0375
286,5,14.01,22.9,68.5,3,R32,0.45,16.79,16.47,False,18.22,False,8.0,0.0562
287,22,18.79,23.0,86.2,4,R32,0.6,20.57,14.43,False,24.42,False,8.0,0.075
287,23,15.67,24.3,43.5,1,R32,0.15,11.09,22.16,False,17.08,False,8.0,0.0187
287,0,16.16,21.6,59.1,2,R32,0.3,13.27,17.31,False,18.98,False,8.0,0.0375
287,1,15.06,24.8,50.9,3,R32,0.45,13.94,18.37,False,19.27,False,8.0,0.0562
287,2,14.24,21.6,50.4,3,R32,0.45,10.85,15.17,False,18.46,False,8.0,0.0562
287,3,14.82,23.1,66.0,4,R32,0.6,16.4,14.53,False,20.44,False,8.0,0.075
287,4,15.02,23.3,45.1,4,R32,0.6,10.73,14.73,False,20.65,False,8.0,0.075
287,5,14.86,21.6,49.7,1,R32,0.15,10.64,19.46,False,16.26,False,8.0,0.0187
288,22,17.99,24.8,38.9,1,R32,0.15,9.86,22.66,False,19.4,False,8.0,0.0187
288,23,16.55,24.5,45.8,2,R32,0.3,12.05,20.21,False,19.36,False,8.0,0.0375
288,0,14.67,23.2,60.4,1,R32,0.15,15.11,21.06,False,16.08,False,8.0,0.0187
288,1,14.12,20.0,53.5,3,R32,0.45,10.27,13.57,False,18.33,False,8.0,0.0562
288,2,14.67,25.6,74.7,3,R32,0.45,20.77,19.17,False,18.89,False,8.0,0.0562
288,3,13.09,21.7,72.1,3,R32,0.45,16.45,15.27,False,17.3,False,8.0,0.0562
288,4,14.1,23.8,67.6,2,R32,0.3,17.44,19.51,False,16.91,False,8.0,0.0375
288,5,14.32,24.2,62.9,1,R32,0.15,16.68,22.06,False,15.72,False,8.0,0.0187
289,22,18.56,24.7,54.3,3,R32,0.45,14.85,18.27,False,22.78,False,8.0,0.0562
289,23,16.64,24.1,53.3,4,R32,0.6,14.01,15.53,False,22.27,False,8.0,0.075
289,0,16.39,22.5,43.0,2,R32,0.3,9.29,18.21,False,19.2,False,8.0,0.0375
289,1,16.26,24.1,52.1,4,R32,0.6,13.66,15.53,False,21.89,False,8.0,0.075
289,2,14.84,22.4,74.1,2,R32,0.3,17.56,18.11,False,17.65,False,8.0,0.0375
289,3,15.15,23.7,37.3,2,R32,0.3,8.26,19.41,False,17.97,False,8.0,0.0375
289,4,14.31,22.5,54.2,1,R32,0.15,12.78,20.36,False,15.72,False,8.0,0.0187
289,5,14.35,21.5,62.3,4,R32,0.6,13.98,12.93,False,19.98,False,8.0,0.075
290,22,17.42,21.7,40.5,4,R32,0.6,7.69,13.13,False,23.04,False,8.0,0.075
290,23,16.28,26.0,42.0,2,R32,0.3,12.09,21.71,False,19.09,False,8.0,0.0375
290,0,15.16,25.4,46.8,4,R32,0.6,13.2,16.83,False,20.78,False,8.0,0.075
290,1,14.67,24.7,43.7,3,R32,0.45,11.52,18.27,False,18.89,False,8.0,0.0562
290,2,13.79,24.1,73.3,2,R32,0.3,19.02,19.81,False,16.6,False,8.0,0.0375
290,3,15.45,25.0,45.7,2,R32,0.3,12.47,20.71,False,18.26,False,8.0,0.0375
290,4,14.66,22.3,53.9,4,R32,0.6,12.51,13.73,False,20.28,False,8.0,0.075
290,5,14.57,20.0,47.4,2,R32,0.3,8.46,15.71,False,17.38,False,8.0,0.0375
291,22,18.14,23.7,69.0,4,R32,0.6,17.67,15.13,False,23.77,False,8.0,0.075
291,23,15.86,23.9,54.0,2,R32,0.3,14.02,19.61,False,18.67,False,8.0,0.0375
291,0,14.68,23.9,52.5,2,R32,0.3,13.59,19.61,False,17.49,False,8.0,0.0375
291,1,15.81,23.0,62.9,2,R32,0.3,15.55,18.71,False,18.63,False,8.0,0.0375
291,2,13.72,22.3,37.1,1,R32,0.15,6.94,20.16,False,15.12,False,8.0,0.0187
291,3,13.68,23.3,58.6,3,R32,0.45,14.73,16.87,False,17.89,False,8.0,0.0562
291,4,15.27,24.0,60.4,4,R32,0.6,15.86,15.43,False,20.9,False,8.0,0.075
291,5,15.2,22.6,85.4,2,R32,0.3,20.02,18.31,False,18.01,False,8.0,0.0375
292,22,17.89,23.0,51.7,2,R32,0.3,12.52,18.71,False,20.71,False,8.0,0.0375
292,23,16.62,22.8,55.4,3,R32,0.45,13.4,16.37,False,20.84,False,8.0,0.0562
292,0,16.04,24.2,58.6,4,R32,0.6,15.57,15.63,False,21.66,False,8.0,0.075
292,1,15.51,22.0,42.9,4,R32,0.6,8.8,13.43,False,21.13,False,8.0,0.075
292,2,14.02,23.2,58.8,4,R32,0.6,14.69,14.63,False,19.64,False,8.0,0.075
292,3,13.5,21.5,54.0,1,R32,0.15,11.8,19.36,False,14.91,False,8.0,0.0187
292,4,15.11,22.9,63.3,2,R32,0.3,15.55,18.61,False,17.92,False,8.0,0.0375
292,5,13.56,21.4,48.5,2,R32,0.3,10.09,17.11,False,16.38,False,8.0,0.0375
293,22,16.96,23.4,37.7,3,R32,0.45,8.15,16.97,False,21.18,False,8.0,0.0562
293,23,17.2,20.6,51.5,4,R32,0.6,10.25,12.03,False,22.83,False,8.0,0.075
293,0,15.91,25.5,61.1,2,R32,0.3,17.45,21.21,False,18.73,False,8.0,0.0375
293,1,15.8,21.7,50.6,3,R32,0.45,11.0,15.27,False,20.02,False,8.0,0.0562
293,2,14.44,20.9,71.2,3,R32,0.45,15.49,14.47,False,18.66,False,8.0,0.0562
293,3,15.69,24.4,64.3,2,R32,0.3,17.22,20.11,False,18.51,False,8.0,0.0375
293,4,15.51,24.2,72.9,1,R32,0.15,19.03,22.06,False,16.91,False,8.0,0.0187
293,5,14.82,21.0,67.8,4,R32,0.6,14.82,12.43,False,20.44,False,8.0,0.075
294,22,18.81,22.4,50.1,2,R32,0.3,11.49,18.11,False,21.62,False,8.0,0.0375
294,23,17.66,21.6,42.2,4,R32,0.6,8.2,13.03,False,23.29,False,8.0,0.075
294,0,16.06,23.1,70.2,2,R32,0.3,17.37,18.81,False,18.87,False,8.0,0.0375
294,1,14.55,23.8,30.5,3,R32,0.45,5.41,17.37,False,18.76,False,8.0,0.0562
294,2,14.09,22.2,54.1,2,R32,0.3,12.47,17.91,False,16.91,False,8.0,0.0375
294,3,15.61,24.2,40.8,4,R32,0.6,10.04,15.63,False,21.24,False,8.0,0.075
294,4,14.17,23.3,60.5,4,R32,0.6,15.23,14.73,False,19.8,False,8.0,0.075
294,5,14.97,23.3,52.4,4,R32,0.6,13.01,14.73,False,20.6,False,8.0,0.075
295,22,19.22,24.4,46.5,4,R32,0.6,12.19,15.83,False,24.84,False,8.0,0.075
295,23,18.36,26.0,52.0,4,R32,0.6,15.38,17.43,False,23.98,False,8.0,0.075
295,0,16.51,25.9,49.2,2,R32,0.3,14.43,21.61,False,19.33,False,8.0,0.0375
295,1,15.23,22.0,52.7,4,R32,0.6,11.89,13.43,False,20.86,False,8.0,0.075
295,2,14.76,25.2,51.2,2,R32,0.3,14.4,20.91,False,17.57,False,8.0,0.0375
295,3,15.15,22.9,39.2,4,R32,0.6,8.28,14.33,False,20.77,False,8.0,0.075
295,4,13.83,22.3,58.7,1,R32,0.15,13.82,20.16,False,15.24,False,8.0,0.0187
295,5,15.07,25.0,52.7,2,R32,0.3,14.66,20.71,False,17.89,False,8.0,0.0375
296,22,16.85,22.2,33.3,4,R32,0.6,5.28,13.63,False,22.48,False,8.0,0.075
296,23,16.51,22.8,67.8,4,R32,0.6,16.54,14.23,False,22.13,False,8.0,0.075
296,0,16.07,21.3,46.6,1,R32,0.15,9.4,19.16,False,17.48,False,8.0,0.0187
296,1,14.91,25.8,60.1,3,R32,0.45,17.47,19.37,False,19.12,False,8.0,0.0562
296,2,15.6,24.2,51.1,4,R32,0.6,13.45,15.63,False,21.22,False,8.0,0.075
296,3,15.77,23.7,51.5,3,R32,0.45,13.11,17.27,False,19.99,False,8.0,0.0562
296,4,15.47,23.0,54.3,1,R32,0.15,13.27,20.86,False,16.88,False,8.0,0.0187
296,5,15.29,26.0,57.7,4,R32,0.6,17.01,17.43,False,20.92,False,8.0,0.075
297,22,18.91,24.2,47.4,3,R32,0.45,12.3,17.77,False,23.13,False,8.0,0.0562
297,23,16.71,21.0,60.4,3,R32,0.45,13.04,14.57,False,20.93,False,8.0,0.0562
297,0,15.55,22.3,62.4,3,R32,0.45,14.76,15.87,False,19.77,False,8.0,0.0562
297,1,14.93,22.7,76.1,4,R32,0.6,18.27,14.13,False,20.55,False,8.0,0.075
297,2,14.91,21.5,56.3,2,R32,0.3,12.43,17.21,False,17.72,False,8.0,0.0375
297,3,14.72,21.1,55.1,1,R32,0.15,11.73,18.96,False,16.13,False,8.0,0.0187
297,4,14.96,22.1,76.7,3,R32,0.45,17.81,15.67,False,19.18,False,8.0,0.0562
297,5,15.54,20.9,76.5,4,R32,0.6,16.61,12.33,False,21.17,False,8.0,0.075
298,22,17.15,23.2,54.0,2,R32,0.3,13.37,18.91,False,19.96,False,8.0,0.0375
298,23,17.87,21.6,33.1,1,R32,0.15,4.67,19.46,False,19.27,False,8.0,0.0187
298,0,16.36,20.4,53.5,4,R32,0.6,10.64,11.83,False,21.99,False,8.0,0.075
298,1,14.47,23.1,76.3,1,R32,0.15,18.7,20.96,False,15.87,False,8.0,0.0187
298,2,15.12,22.2,42.4,1,R32,0.15,8.81,20.06,False,16.53,False,8.0,0.0187
298,3,15.19,21.3,63.8,2,R32,0.3,14.16,17.01,False,18.01,False,8.0,0.0375
298,4,15.51,23.0,58.0,3,R32,0.45,14.29,16.57,False,19.72,False,8.0,0.0562
298,5,15.01,25.8,56.5,3,R32,0.45,16.5,19.37,False,19.23,False,8.0,0.0562
299,22,17.01,22.0,49.2,4,R32,0.6,10.85,13.43,False,22.64,False,8.0,0.075
299,23,16.12,25.0,61.4,2,R32,0.3,17.06,20.71,False,18.93,False,8.0,0.0375
299,0,17.6,22.4,49.6,4,R32,0.6,11.34,13.83,False,23.23,False,8.0,0.075
299,1,16.05,25.4,51.5,1,R32,0.15,14.68,23.26,False,17.46,False,8.0,0.0187
299,2,14.38,22.8,42.8,3,R32,0.45,9.49,16.37,False,18.6,False,8.0,0.0562
299,3,14.95,24.2,59.0,3,R32,0.45,15.68,17.77,False,19.17,False,8.0,0.0562
299,4,14.8,26.0,49.9,3,R32,0.45,14.74,19.57,False,19.02,False,8.0,0.0562
299,5,15.33,24.2,62.4,3,R32,0.45,16.56,17.77,False,19.55,False,8.0,0.0562
300,22,19.04,21.6,52.8,3,R32,0.45,11.55,15.17,False,23.26,False,8.0,0.0562
300,23,17.47,21.4,76.8,2,R32,0.3,17.16,17.11,False,20.28,False,8.0,0.0375
300,0,16.33,22.7,33.3,4,R32,0.6,5.72,14.13,False,21.95,False,8.0,0.075
300,1,17.05,25.0,50.9,2,R32,0.3,14.13,20.71,False,19.86,False,8.0,0.0375
300,2,14.6,21.9,37.6,3,R32,0.45,6.78,15.47,False,18.81,False,8.0,0.0562
300,3,14.52,20.3,60.2,4,R32,0.6,12.33,11.73,False,20.15,False,8.0,0.075
300,4,14.48,23.2,44.4,3,R32,0.45,10.4,16.77,False,18.7,False,8.0,0.0562
300,5,15.78,21.9,66.3,2,R32,0.3,15.33,17.61,False,18.59,False,8.0,0.0375
301,22,18.68,21.4,60.2,4,R32,0.6,13.36,12.83,False,24.3,False,8.0,0.075
301,23,16.91,26.0,45.3,1,R32,0.15,13.25,23.86,False,18.31,False,8.0,0.0187
301,0,15.93,23.5,51.9,3,R32,0.45,13.04,17.07,False,20.15,False,8.0,0.0562
301,1,16.3,25.3,69.5,4,R32,0.6,19.32,16.73,False,21.92,False,8.0,0.075
301,2,15.19,21.8,49.4,2,R32,0.3,10.73,17.51,False,18.0,False,8.0,0.0375
301,3,15.54,22.6,57.6,3,R32,0.45,13.81,16.17,False,19.76,False,8.0,0.0562
301,4,15.04,24.4,56.2,3,R32,0.45,15.11,17.97,False,19.26,False,8.0,0.0562
301,5,15.53,22.2,56.8,4,R32,0.6,13.22,13.63,False,21.15,False,8.0,0.075
302,22,18.97,23.9,63.2,4,R32,0.6,16.47,15.33,False,24.59,False,8.0,0.075
302,23,18.0,20.1,45.1,3,R32,0.45,7.82,13.67,False,22.21,False,8.0,0.0562
302,0,16.2,22.6,80.2,4,R32,0.6,19.01,14.03,False,21.83,False,8.0,0.075
302,1,15.96,21.5,35.0,4,R32,0.6,5.38,12.93,False,21.58,False,8.0,0.075
302,2,12.8,24.9,48.5,4,R32,0.6,13.29,16.33,False,18.42,False,8.0,0.075
302,3,14.45,25.5,41.0,3,R32,0.45,11.28,19.07,False,18.67,False,8.0,0.0562
302,4,14.81,21.9,75.8,3,R32,0.45,17.43,15.47,False,19.03,False,8.0,0.0562
302,5,16.45,23.3,68.0,1,R32,0.15,17.06,21.16,False,17.86,False,8.0,0.0187
303,22,18.23,21.5,48.9,3,R32,0.45,10.3,15.07,False,22.45,False,8.0,0.0562
303,23,17.64,23.8,80.7,3,R32,0.45,20.28,17.37,False,21.86,False,8.0,0.0562
303,0,17.76,21.3,68.2,2,R32,0.3,15.2,17.01,False,20.57,False,8.0,0.0375
303,1,15.26,24.9,45.6,3,R32,0.45,12.35,18.47,False,19.48,False,8.0,0.0562
303,2,14.9,26.0,52.0,4,R32,0.6,15.38,17.43,False,20.53,False,8.0,0.075
303,3,15.43,21.2,31.1,4,R32,0.6,3.43,12.63,False,21.06,False,8.0,0.075
303,4,15.95,21.4,62.0,2,R32,0.3,13.82,17.11,False,18.76,False,8.0,0.0375
303,5,15.92,22.3,46.6,3,R32,0.45,10.31,15.87,False,20.14,False,8.0,0.0562
304,22,19.74,21.6,57.6,2,R32,0.3,12.87,17.31,False,22.55,False,8.0,0.0375
304,23,17.55,20.7,63.7,3,R32,0.45,13.57,14.27,False,21.77,False,8.0,0.0562
304,0,15.54,22.6,53.2,1,R32,0.15,12.59,20.46,False,16.95,False,8.0,0.0187
304,1,15.71,21.2,26.6,1,R32,0.15,1.23,19.06,False,17.11,False,8.0,0.0187
304,2,14.99,21.4,32.4,3,R32,0.45,4.19,14.97,False,19.2,False,8.0,0.0562
304,3,14.45,22.9,47.5,2,R32,0.3,11.15,18.61,False,17.26,False,8.0,0.0375
304,4,15.44,23.6,59.8,3,R32,0.45,15.33,17.17,False,19.65,False,8.0,0.0562
304,5,15.31,22.6,62.5,3,R32,0.45,15.07,16.17,False,19.53,False,8.0,0.0562
305,22,17.51,22.7,65.0,1,R32,0.15,15.78,20.56,False,18.91,False,8.0,0.0187
305,23,16.99,21.8,53.1,1,R32,0.15,11.82,19.66,False,18.4,False,8.0,0.0187
305,0,16.7,23.9,41.4,4,R32,0.6,9.99,15.33,False,22.32,False,8.0,0.075
305,1,15.32,23.7,70.6,3,R32,0.45,18.04,17.27,False,19.54,False,8.0,0.0562
305,2,14.63,23.6,84.5,4,R32,0.6,20.83,15.03,False,20.25,False,8.0,0.075
305,3,15.6,25.0,60.5,4,R32,0.6,16.82,16.43,False,21.22,False,8.0,0.075
305,4,15.92,22.1,36.8,3,R32,0.45,6.64,15.67,False,20.14,False,8.0,0.0562
305,5,14.47,22.1,57.3,3,R32,0.45,13.26,15.67,False,18.69,False,8.0,0.0562
306,22,19.0,21.5,47.4,3,R32,0.45,9.83,15.07,False,23.22,False,8.0,0.0562
306,23,16.56,21.2,41.0,1,R32,0.15,7.42,19.06,False,17.96,False,8.0,0.0187
306,0,17.67,23.5,58.7,2,R32,0.3,14.94,19.21,False,20.48,False,8.0,0.0375
306,1,16.98,23.2,53.4,3,R32,0.45,13.2,16.77,False,21.2,False,8.0,0.0562
306,2,14.94,23.2,65.0,3,R32,0.45,16.25,16.77,False,19.16,False,8.0,0.0562
306,3,15.68,20.6,45.1,2,R32,0.3,8.28,16.31,False,18.49,False,8.0,0.0375
306,4,14.27,21.8,56.6,1,R32,0.15,12.79,19.66,False,15.67,False,8.0,0.0187
306,5,15.36,23.6,60.1,4,R32,0.6,15.4,15.03,False,20.98,False,8.0,0.075
307,22,19.5,24.2,52.7,3,R32,0.45,13.93,17.77,False,23.72,False,8.0,0.0562
307,23,18.28,22.8,83.4,3,R32,0.45,19.84,16.37,False,22.5,False,8.0,0.0562
307,0,16.6,21.2,72.3,3,R32,0.45,16.01,14.77,False,20.82,False,8.0,0.0562
307,1,14.82,22.1,57.5,3,R32,0.45,13.31,15.67,False,19.04,False,8.0,0.0562
307,2,15.35,22.6,55.7,1,R32,0.15,13.29,20.46,False,16.76,False,8.0,0.0187
307,3,15.2,20.0,65.9,2,R32,0.3,13.43,15.71,False,18.01,False,8.0,0.0375
307,4,16.5,24.8,49.3,4,R32,0.6,13.45,16.23,False,22.13,False,8.0,0.075
307,5,16.43,21.9,44.3,3,R32,0.45,9.19,15.47,False,20.65,False,8.0,0.0562
308,22,19.15,22.7,56.0,1,R32,0.15,13.47,20.56,False,20.55,False,8.0,0.0187
308,23,17.84,21.1,54.0,1,R32,0.15,11.43,18.96,False,19.25,False,8.0,0.0187
308,0,16.86,23.1,59.5,3,R32,0.45,14.78,16.67,False,21.08,False,8.0,0.0562
308,1,15.73,25.6,69.0,1,R32,0.15,19.49,23.46,False,17.13,False,8.0,0.0187
308,2,15.78,24.2,81.3,2,R32,0.3,20.79,19.91,False,18.59,False,8.0,0.0375
308,3,15.92,23.1,47.1,2,R32,0.3,11.2,18.81,False,18.74,False,8.0,0.0375
308,4,15.89,21.3,52.8,2,R32,0.3,11.27,17.01,False,18.7,False,8.0,0.0375
308,5,16.5,23.7,54.0,2,R32,0.3,13.84,19.41,False,19.31,False,8.0,0.0375
309,22,19.48,23.6,74.5,3,R32,0.45,18.8,17.17,False,23.69,False,8.0,0.0562
309,23,18.07,23.2,63.3,4,R32,0.6,15.84,14.63,False,23.69,False,8.0,0.075
309,0,17.36,23.0,49.4,3,R32,0.45,11.83,16.57,False,21.58,False,8.0,0.0562
309,1,15.46,23.3,43.7,4,R32,0.6,10.26,14.73,False,21.08,False,8.0,0.075
309,2,15.66,23.5,56.1,4,R32,0.6,14.24,14.93,False,21.28,False,8.0,0.075
309,3,16.17,26.0,50.4,3,R32,0.45,14.89,19.57,False,20.39,False,8.0,0.0562
309,4,15.1,24.1,38.0,4,R32,0.6,8.89,15.53,False,20.73,False,8.0,0.075
309,5,15.28,23.6,57.3,3,R32,0.45,14.66,17.17,False,19.49,False,8.0,0.0562
310,22,18.71,24.3,66.1,4,R32,0.6,17.56,15.73,False,24.34,False,8.0,0.075
310,23,18.11,23.3,34.9,2,R32,0.3,6.93,19.01,False,20.92,False,8.0,0.0375
310,0,17.24,23.3,59.0,3,R32,0.45,14.84,16.87,False,21.46,False,8.0,0.0562
310,1,16.37,26.0,54.0,4,R32,0.6,15.97,17.43,False,21.99,False,8.0,0.075
310,2,16.49,20.0,79.6,2,R32,0.3,16.36,15.71,False,19.3,False,8.0,0.0375
310,3,14.48,24.5,66.1,2,R32,0.3,17.75,20.21,False,17.3,False,8.0,0.0375
310,4,16.95,21.0,64.8,3,R32,0.45,14.12,14.57,False,21.17,False,8.0,0.0562
310,5,15.57,20.5,51.9,4,R32,0.6,10.27,11.93,False,21.19,False,8.0,0.075
311,22,18.97,22.2,58.4,3,R32,0.45,13.65,15.77,False,23.18,False,8.0,0.0562
311,23,18.66,23.2,61.7,1,R32,0.15,15.44,21.06,False,20.06,False,8.0,0.0187
311,0,16.79,25.5,50.2,1,R32,0.15,14.37,23.36,False,18.2,False,8.0,0.0187
311,1,15.16,22.3,65.1,4,R32,0.6,15.42,13.73,False,20.78,False,8.0,0.075
311,2,15.59,23.2,56.9,4,R32,0.6,14.18,14.63,False,21.21,False,8.0,0.075
311,3,15.71,22.7,53.9,2,R32,0.3,12.88,18.41,False,18.52,False,8.0,0.0375
311,4,16.82,24.9,79.5,4,R32,0.6,21.11,16.33,False,22.45,False,8.0,0.075
311,5,16.55,21.1,68.4,1,R32,0.15,15.05,18.96,False,17.95,False,8.0,0.0187
312,22,18.85,22.1,41.8,1,R32,0.15,8.51,19.96,False,20.25,False,8.0,0.0187
312,23,18.61,22.6,58.0,3,R32,0.45,13.92,16.17,False,22.83,False,8.0,0.0562
312,0,16.36,22.7,38.2,1,R32,0.15,7.72,20.56,False,17.77,False,8.0,0.0187
312,1,17.17,21.4,58.7,2,R32,0.3,12.98,17.11,False,19.98,False,8.0,0.0375
312,2,15.12,22.2,54.1,3,R32,0.45,12.47,15.77,False,19.34,False,8.0,0.0562
312,3,16.59,20.0,52.8,3,R32,0.45,10.07,13.57,False,20.81,False,8.0,0.0562
312,4,15.42,24.1,23.8,3,R32,0.45,2.14,17.67,False,19.64,False,8.0,0.0562
312,5,17.2,23.1,39.3,4,R32,0.6,8.5,14.53,False,22.83,False,8.0,0.075
313,22,20.61,21.0,78.8,1,R32,0.15,17.18,18.86,False,22.02,False,8.0,0.0187
313,23,18.71,23.0,33.1,1,R32,0.15,5.9,20.86,False,20.12,False,8.0,0.0187
313,0,17.16,23.1,74.6,1,R32,0.15,18.34,20.96,False,18.57,False,8.0,0.0187
313,1,15.99,21.7,44.5,1,R32,0.15,9.08,19.56,False,17.39,False,8.0,0.0187
313,2,14.86,24.6,85.1,1,R32,0.15,21.93,22.46,False,16.27,False,8.0,0.0187
313,3,15.49,25.3,54.7,3,R32,0.45,15.52,18.87,False,19.71,False,8.0,0.0562
313,4,15.56,22.1,64.4,2,R32,0.3,15.07,17.81,False,18.38,False,8.0,0.0375
313,5,16.82,20.0,54.2,1,R32,0.15,10.46,17.86,False,18.23,False,8.0,0.0187
314,22,19.69,23.7,49.8,2,R32,0.3,12.6,19.41,False,22.51,False,8.0,0.0375
314,23,18.48,23.5,52.2,2,R32,0.3,13.13,19.21,False,21.3,False,8.0,0.0375
314,0,18.0,22.1,67.4,3,R32,0.45,15.78,15.67,False,22.22,False,8.0,0.0562
314,1,16.2,21.4,62.1,2,R32,0.3,13.84,17.11,False,19.01,False,8.0,0.0375
314,2,14.97,21.4,51.1,2,R32,0.3,10.87,17.11,False,17.78,False,8.0,0.0375
314,3,15.97,24.1,25.1,3,R32,0.45,2.89,17.67,False,20.19,False,8.0,0.0562
314,4,15.86,22.2,70.3,2,R32,0.3,16.53,17.91,False,18.67,False,8.0,0.0375
314,5,16.16,21.9,68.0,1,R32,0.15,15.72,19.76,False,17.57,False,8.0,0.0187
315,22,20.02,25.5,59.0,4,R32,0.6,16.9,16.93,False,25.65,False,8.0,0.075
315,23,18.82,24.4,69.7,4,R32,0.6,18.5,15.83,False,24.45,False,8.0,0.075
315,0,17.63,21.9,49.5,3,R32,0.45,10.85,15.47,False,21.85,False,8.0,0.0562
315,1,16.61,25.1,57.8,1,R32,0.15,16.2,22.96,False,18.01,False,8.0,0.0187
